image_path,label,label_id,position_id,square,theme,square_color,background_varied,split
squares/empty/pos_00000_chessnut_classic_c4.png,empty,0,pos_00000,c4,chessnut_classic,light,False,val
squares/empty/pos_00000_chessnut_classic_d4.png,empty,0,pos_00000,d4,chessnut_classic,dark,False,val
squares/empty/pos_00000_chessnut_classic_e4.png,empty,0,pos_00000,e4,chessnut_classic,light,False,val
squares/empty/pos_00000_chessnut_classic_f4.png,empty,0,pos_00000,f4,chessnut_classic,dark,False,val
squares/empty/pos_00000_chessnut_classic_g4.png,empty,0,pos_00000,g4,chessnut_classic,light,False,val
squares/empty/pos_00000_chessnut_classic_h4.png,empty,0,pos_00000,h4,chessnut_classic,dark,False,val
squares/empty/pos_00000_chessnut_classic_a3.png,empty,0,pos_00000,a3,chessnut_classic,dark,False,val
squares/empty/pos_00000_chessnut_classic_b3.png,empty,0,pos_00000,b3,chessnut_classic,light,False,val
squares/empty/pos_00000_chessnut_classic_c3.png,empty,0,pos_00000,c3,chessnut_classic,dark,False,val
squares/empty/pos_00000_chessnut_classic_d3.png,empty,0,pos_00000,d3,chessnut_classic,light,False,val
squares/empty/pos_00000_chessnut_classic_e3.png,empty,0,pos_00000,e3,chessnut_classic,dark,False,val
squares/empty/pos_00000_chessnut_classic_f3.png,empty,0,pos_00000,f3,chessnut_classic,light,False,val
squares/empty/pos_00000_chessnut_classic_g3.png,empty,0,pos_00000,g3,chessnut_classic,dark,False,val
squares/empty/pos_00000_chessnut_classic_h3.png,empty,0,pos_00000,h3,chessnut_classic,light,False,val
squares/white_pawn/pos_00000_chessnut_classic_a2.png,white_pawn,1,pos_00000,a2,chessnut_classic,light,False,val
squares/white_pawn/pos_00000_chessnut_classic_b2.png,white_pawn,1,pos_00000,b2,chessnut_classic,dark,False,val
squares/white_pawn/pos_00000_chessnut_classic_c2.png,white_pawn,1,pos_00000,c2,chessnut_classic,light,False,val
squares/white_pawn/pos_00000_chessnut_classic_d2.png,white_pawn,1,pos_00000,d2,chessnut_classic,dark,False,val
squares/white_pawn/pos_00000_chessnut_classic_e2.png,white_pawn,1,pos_00000,e2,chessnut_classic,light,False,val
squares/white_pawn/pos_00000_chessnut_classic_f2.png,white_pawn,1,pos_00000,f2,chessnut_classic,dark,False,val
squares/white_pawn/pos_00000_chessnut_classic_g2.png,white_pawn,1,pos_00000,g2,chessnut_classic,light,False,val
squares/white_pawn/pos_00000_chessnut_classic_h2.png,white_pawn,1,pos_00000,h2,chessnut_classic,dark,False,val
squares/white_rook/pos_00000_chessnut_classic_a1.png,white_rook,4,pos_00000,a1,chessnut_classic,dark,False,val
squares/white_knight/pos_00000_chessnut_classic_b1.png,white_knight,2,pos_00000,b1,chessnut_classic,light,False,val
squares/white_bishop/pos_00000_chessnut_classic_c1.png,white_bishop,3,pos_00000,c1,chessnut_classic,dark,False,val
squares/white_queen/pos_00000_chessnut_classic_d1.png,white_queen,5,pos_00000,d1,chessnut_classic,light,False,val
squares/white_king/pos_00000_chessnut_classic_e1.png,white_king,6,pos_00000,e1,chessnut_classic,dark,False,val
squares/white_bishop/pos_00000_chessnut_classic_f1.png,white_bishop,3,pos_00000,f1,chessnut_classic,light,False,val
squares/white_knight/pos_00000_chessnut_classic_g1.png,white_knight,2,pos_00000,g1,chessnut_classic,dark,False,val
squares/white_rook/pos_00000_chessnut_classic_h1.png,white_rook,4,pos_00000,h1,chessnut_classic,light,False,val
squares/black_rook/pos_00001_chessnut_classic_a8.png,black_rook,10,pos_00001,a8,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_b8.png,empty,0,pos_00001,b8,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_c8.png,empty,0,pos_00001,c8,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_d8.png,empty,0,pos_00001,d8,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_e8.png,empty,0,pos_00001,e8,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_f8.png,empty,0,pos_00001,f8,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_g8.png,empty,0,pos_00001,g8,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_h8.png,empty,0,pos_00001,h8,chessnut_classic,dark,True,train
squares/black_king/pos_00001_chessnut_classic_a7.png,black_king,12,pos_00001,a7,chessnut_classic,dark,True,train
squares/white_king/pos_00001_chessnut_classic_b7.png,white_king,6,pos_00001,b7,chessnut_classic,light,True,train
squares/black_rook/pos_00001_chessnut_classic_c7.png,black_rook,10,pos_00001,c7,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_d7.png,empty,0,pos_00001,d7,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_e7.png,empty,0,pos_00001,e7,chessnut_classic,dark,True,train
squares/black_pawn/pos_00001_chessnut_classic_f7.png,black_pawn,7,pos_00001,f7,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_g7.png,empty,0,pos_00001,g7,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_h7.png,empty,0,pos_00001,h7,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_a6.png,empty,0,pos_00001,a6,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_b6.png,empty,0,pos_00001,b6,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_c6.png,empty,0,pos_00001,c6,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_d6.png,empty,0,pos_00001,d6,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_e6.png,empty,0,pos_00001,e6,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_f6.png,empty,0,pos_00001,f6,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_g6.png,empty,0,pos_00001,g6,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_h6.png,empty,0,pos_00001,h6,chessnut_classic,dark,True,train
squares/black_rook/pos_00001_chessnut_classic_a5.png,black_rook,10,pos_00001,a5,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_b5.png,empty,0,pos_00001,b5,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_c5.png,empty,0,pos_00001,c5,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_d5.png,empty,0,pos_00001,d5,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_e5.png,empty,0,pos_00001,e5,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_f5.png,empty,0,pos_00001,f5,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_g5.png,empty,0,pos_00001,g5,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_h5.png,empty,0,pos_00001,h5,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_a4.png,empty,0,pos_00001,a4,chessnut_classic,light,True,train
squares/white_knight/pos_00001_chessnut_classic_b4.png,white_knight,2,pos_00001,b4,chessnut_classic,dark,True,train
squares/black_bishop/pos_00001_chessnut_classic_c4.png,black_bishop,9,pos_00001,c4,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_d4.png,empty,0,pos_00001,d4,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_e4.png,empty,0,pos_00001,e4,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_f4.png,empty,0,pos_00001,f4,chessnut_classic,dark,True,train
squares/white_rook/pos_00001_chessnut_classic_g4.png,white_rook,4,pos_00001,g4,chessnut_classic,light,True,train
squares/white_queen/pos_00001_chessnut_classic_h4.png,white_queen,5,pos_00001,h4,chessnut_classic,dark,True,train
squares/white_queen/pos_00001_chessnut_classic_a3.png,white_queen,5,pos_00001,a3,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_b3.png,empty,0,pos_00001,b3,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_c3.png,empty,0,pos_00001,c3,chessnut_classic,dark,True,train
squares/black_rook/pos_00001_chessnut_classic_d3.png,black_rook,10,pos_00001,d3,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_e3.png,empty,0,pos_00001,e3,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_f3.png,empty,0,pos_00001,f3,chessnut_classic,light,True,train
squares/black_queen/pos_00001_chessnut_classic_g3.png,black_queen,11,pos_00001,g3,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_h3.png,empty,0,pos_00001,h3,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_a2.png,empty,0,pos_00001,a2,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_b2.png,empty,0,pos_00001,b2,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_c2.png,empty,0,pos_00001,c2,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_d2.png,empty,0,pos_00001,d2,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_e2.png,empty,0,pos_00001,e2,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_f2.png,empty,0,pos_00001,f2,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_g2.png,empty,0,pos_00001,g2,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_h2.png,empty,0,pos_00001,h2,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_a1.png,empty,0,pos_00001,a1,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_b1.png,empty,0,pos_00001,b1,chessnut_classic,light,True,train
squares/white_knight/pos_00001_chessnut_classic_c1.png,white_knight,2,pos_00001,c1,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_d1.png,empty,0,pos_00001,d1,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_e1.png,empty,0,pos_00001,e1,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_f1.png,empty,0,pos_00001,f1,chessnut_classic,light,True,train
squares/empty/pos_00001_chessnut_classic_g1.png,empty,0,pos_00001,g1,chessnut_classic,dark,True,train
squares/empty/pos_00001_chessnut_classic_h1.png,empty,0,pos_00001,h1,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_a8.png,empty,0,pos_00002,a8,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_b8.png,empty,0,pos_00002,b8,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_c8.png,empty,0,pos_00002,c8,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_d8.png,empty,0,pos_00002,d8,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_e8.png,empty,0,pos_00002,e8,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_f8.png,empty,0,pos_00002,f8,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_g8.png,empty,0,pos_00002,g8,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_h8.png,empty,0,pos_00002,h8,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_a7.png,empty,0,pos_00002,a7,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_b7.png,empty,0,pos_00002,b7,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_c7.png,empty,0,pos_00002,c7,chessnut_classic,dark,True,train
squares/black_queen/pos_00002_chessnut_classic_d7.png,black_queen,11,pos_00002,d7,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_e7.png,empty,0,pos_00002,e7,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_f7.png,empty,0,pos_00002,f7,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_g7.png,empty,0,pos_00002,g7,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_h7.png,empty,0,pos_00002,h7,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_a6.png,empty,0,pos_00002,a6,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_b6.png,empty,0,pos_00002,b6,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_c6.png,empty,0,pos_00002,c6,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_d6.png,empty,0,pos_00002,d6,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_e6.png,empty,0,pos_00002,e6,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_f6.png,empty,0,pos_00002,f6,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_g6.png,empty,0,pos_00002,g6,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_h6.png,empty,0,pos_00002,h6,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_a5.png,empty,0,pos_00002,a5,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_b5.png,empty,0,pos_00002,b5,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_c5.png,empty,0,pos_00002,c5,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_d5.png,empty,0,pos_00002,d5,chessnut_classic,light,True,train
squares/white_king/pos_00002_chessnut_classic_e5.png,white_king,6,pos_00002,e5,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_f5.png,empty,0,pos_00002,f5,chessnut_classic,light,True,train
squares/black_rook/pos_00002_chessnut_classic_g5.png,black_rook,10,pos_00002,g5,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_h5.png,empty,0,pos_00002,h5,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_a4.png,empty,0,pos_00002,a4,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_b4.png,empty,0,pos_00002,b4,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_c4.png,empty,0,pos_00002,c4,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_d4.png,empty,0,pos_00002,d4,chessnut_classic,dark,True,train
squares/black_king/pos_00002_chessnut_classic_e4.png,black_king,12,pos_00002,e4,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_f4.png,empty,0,pos_00002,f4,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_g4.png,empty,0,pos_00002,g4,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_h4.png,empty,0,pos_00002,h4,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_a3.png,empty,0,pos_00002,a3,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_b3.png,empty,0,pos_00002,b3,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_c3.png,empty,0,pos_00002,c3,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_d3.png,empty,0,pos_00002,d3,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_e3.png,empty,0,pos_00002,e3,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_f3.png,empty,0,pos_00002,f3,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_g3.png,empty,0,pos_00002,g3,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_h3.png,empty,0,pos_00002,h3,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_a2.png,empty,0,pos_00002,a2,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_b2.png,empty,0,pos_00002,b2,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_c2.png,empty,0,pos_00002,c2,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_d2.png,empty,0,pos_00002,d2,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_e2.png,empty,0,pos_00002,e2,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_f2.png,empty,0,pos_00002,f2,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_g2.png,empty,0,pos_00002,g2,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_h2.png,empty,0,pos_00002,h2,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_a1.png,empty,0,pos_00002,a1,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_b1.png,empty,0,pos_00002,b1,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_c1.png,empty,0,pos_00002,c1,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_d1.png,empty,0,pos_00002,d1,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_e1.png,empty,0,pos_00002,e1,chessnut_classic,dark,True,train
squares/black_queen/pos_00002_chessnut_classic_f1.png,black_queen,11,pos_00002,f1,chessnut_classic,light,True,train
squares/empty/pos_00002_chessnut_classic_g1.png,empty,0,pos_00002,g1,chessnut_classic,dark,True,train
squares/empty/pos_00002_chessnut_classic_h1.png,empty,0,pos_00002,h1,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_a8.png,empty,0,pos_00003,a8,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_b8.png,empty,0,pos_00003,b8,chessnut_classic,dark,True,train
squares/black_knight/pos_00003_chessnut_classic_c8.png,black_knight,8,pos_00003,c8,chessnut_classic,light,True,train
squares/white_queen/pos_00003_chessnut_classic_d8.png,white_queen,5,pos_00003,d8,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_e8.png,empty,0,pos_00003,e8,chessnut_classic,light,True,train
squares/white_queen/pos_00003_chessnut_classic_f8.png,white_queen,5,pos_00003,f8,chessnut_classic,dark,True,train
squares/black_rook/pos_00003_chessnut_classic_g8.png,black_rook,10,pos_00003,g8,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_h8.png,empty,0,pos_00003,h8,chessnut_classic,dark,True,train
squares/black_pawn/pos_00003_chessnut_classic_a7.png,black_pawn,7,pos_00003,a7,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_b7.png,empty,0,pos_00003,b7,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_c7.png,empty,0,pos_00003,c7,chessnut_classic,dark,True,train
squares/black_bishop/pos_00003_chessnut_classic_d7.png,black_bishop,9,pos_00003,d7,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_e7.png,empty,0,pos_00003,e7,chessnut_classic,dark,True,train
squares/black_pawn/pos_00003_chessnut_classic_f7.png,black_pawn,7,pos_00003,f7,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_g7.png,empty,0,pos_00003,g7,chessnut_classic,dark,True,train
squares/black_bishop/pos_00003_chessnut_classic_h7.png,black_bishop,9,pos_00003,h7,chessnut_classic,light,True,train
squares/black_queen/pos_00003_chessnut_classic_a6.png,black_queen,11,pos_00003,a6,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_b6.png,empty,0,pos_00003,b6,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_c6.png,empty,0,pos_00003,c6,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_d6.png,empty,0,pos_00003,d6,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_e6.png,empty,0,pos_00003,e6,chessnut_classic,light,True,train
squares/white_rook/pos_00003_chessnut_classic_f6.png,white_rook,4,pos_00003,f6,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_g6.png,empty,0,pos_00003,g6,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_h6.png,empty,0,pos_00003,h6,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_a5.png,empty,0,pos_00003,a5,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_b5.png,empty,0,pos_00003,b5,chessnut_classic,light,True,train
squares/black_queen/pos_00003_chessnut_classic_c5.png,black_queen,11,pos_00003,c5,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_d5.png,empty,0,pos_00003,d5,chessnut_classic,light,True,train
squares/black_knight/pos_00003_chessnut_classic_e5.png,black_knight,8,pos_00003,e5,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_f5.png,empty,0,pos_00003,f5,chessnut_classic,light,True,train
squares/white_queen/pos_00003_chessnut_classic_g5.png,white_queen,5,pos_00003,g5,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_h5.png,empty,0,pos_00003,h5,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_a4.png,empty,0,pos_00003,a4,chessnut_classic,light,True,train
squares/white_bishop/pos_00003_chessnut_classic_b4.png,white_bishop,3,pos_00003,b4,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_c4.png,empty,0,pos_00003,c4,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_d4.png,empty,0,pos_00003,d4,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_e4.png,empty,0,pos_00003,e4,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_f4.png,empty,0,pos_00003,f4,chessnut_classic,dark,True,train
squares/black_pawn/pos_00003_chessnut_classic_g4.png,black_pawn,7,pos_00003,g4,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_h4.png,empty,0,pos_00003,h4,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_a3.png,empty,0,pos_00003,a3,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_b3.png,empty,0,pos_00003,b3,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_c3.png,empty,0,pos_00003,c3,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_d3.png,empty,0,pos_00003,d3,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_e3.png,empty,0,pos_00003,e3,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_f3.png,empty,0,pos_00003,f3,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_g3.png,empty,0,pos_00003,g3,chessnut_classic,dark,True,train
squares/white_pawn/pos_00003_chessnut_classic_h3.png,white_pawn,1,pos_00003,h3,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_a2.png,empty,0,pos_00003,a2,chessnut_classic,light,True,train
squares/white_king/pos_00003_chessnut_classic_b2.png,white_king,6,pos_00003,b2,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_c2.png,empty,0,pos_00003,c2,chessnut_classic,light,True,train
squares/white_bishop/pos_00003_chessnut_classic_d2.png,white_bishop,3,pos_00003,d2,chessnut_classic,dark,True,train
squares/black_rook/pos_00003_chessnut_classic_e2.png,black_rook,10,pos_00003,e2,chessnut_classic,light,True,train
squares/black_queen/pos_00003_chessnut_classic_f2.png,black_queen,11,pos_00003,f2,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_g2.png,empty,0,pos_00003,g2,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_h2.png,empty,0,pos_00003,h2,chessnut_classic,dark,True,train
squares/empty/pos_00003_chessnut_classic_a1.png,empty,0,pos_00003,a1,chessnut_classic,dark,True,train
squares/black_king/pos_00003_chessnut_classic_b1.png,black_king,12,pos_00003,b1,chessnut_classic,light,True,train
squares/white_knight/pos_00003_chessnut_classic_c1.png,white_knight,2,pos_00003,c1,chessnut_classic,dark,True,train
squares/white_queen/pos_00003_chessnut_classic_d1.png,white_queen,5,pos_00003,d1,chessnut_classic,light,True,train
squares/empty/pos_00003_chessnut_classic_e1.png,empty,0,pos_00003,e1,chessnut_classic,dark,True,train
squares/black_rook/pos_00003_chessnut_classic_f1.png,black_rook,10,pos_00003,f1,chessnut_classic,light,True,train
