board_path,board_offset,first_square,first_label,second_square,second_label,cosine_similarity,group_id,cluster_members,cluster_labels
data/raw/kaggle_chess_positions/test/1K5q-q7-2q2B2-2n2q2-2nn1p2-3Bk3-8-6bR.jpeg,242,c5,black_knight,e3,black_king,0.9902724027633667,6,c5 d4 e3,black_knight black_knight black_king
data/raw/kaggle_chess_positions/test/1K5q-q7-2q2B2-2n2q2-2nn1p2-3Bk3-8-6bR.jpeg,242,d4,black_knight,e3,black_king,0.9909572601318359,6,c5 d4 e3,black_knight black_knight black_king
data/raw/kaggle_chess_positions/test/1K5r-8-3pR3-2kP4-2P5-1P6-7P-8.jpeg,247,e6,white_rook,d5,white_pawn,0.9932927489280701,5,e6 d5 c4 b3,white_rook white_pawn white_pawn white_pawn
data/raw/kaggle_chess_positions/test/1K5r-8-3pR3-2kP4-2P5-1P6-7P-8.jpeg,247,e6,white_rook,c4,white_pawn,0.9938420057296753,5,e6 d5 c4 b3,white_rook white_pawn white_pawn white_pawn
data/raw/kaggle_chess_positions/test/1K5r-8-3pR3-2kP4-2P5-1P6-7P-8.jpeg,247,e6,white_rook,b3,white_pawn,0.9937359094619751,5,e6 d5 c4 b3,white_rook white_pawn white_pawn white_pawn
data/raw/kaggle_chess_positions/test/1K6-2N1B1NR-2B5-4R2k-2Q5-P7-1p3p2-3r3B.jpeg,270,b8,white_king,e7,white_bishop,0.984809935092926,1,b8 e7,white_king white_bishop
data/raw/kaggle_chess_positions/test/1K6-2N1B1NR-2B5-4R2k-2Q5-P7-1p3p2-3r3B.jpeg,270,c7,white_knight,a3,white_pawn,0.9949740171432495,3,c7 g7 a3,white_knight white_knight white_pawn
data/raw/kaggle_chess_positions/test/1K6-2N1B1NR-2B5-4R2k-2Q5-P7-1p3p2-3r3B.jpeg,270,g7,white_knight,a3,white_pawn,0.9936052560806274,3,c7 g7 a3,white_knight white_knight white_pawn
data/raw/kaggle_chess_positions/test/1K6-2r2pRp-nk4q1-8-2r1bN2-p7-2P2r2-8.jpeg,289,b6,black_king,a3,black_pawn,0.9847052097320557,9,b6 a3,black_king black_pawn
data/raw/kaggle_chess_positions/test/1K6-3P4-1k6-4b3-4NBN1-2r5-8-8.jpeg,298,b8,white_king,f4,white_bishop,0.9823461771011353,1,b8 f4,white_king white_bishop
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,d8,empty,0.9810469746589661,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,f8,empty,0.9811668992042542,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,h8,empty,0.9810280203819275,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,a7,empty,0.9811038970947266,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,c7,empty,0.9811845421791077,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,e7,empty,0.981126606464386,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,g7,empty,0.9811845421791077,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,b6,empty,0.9813288450241089,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,d6,white_pawn,0.9815218448638916,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,f6,empty,0.9812426567077637,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,h6,empty,0.9811294674873352,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,a5,empty,0.9810903668403625,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,c5,empty,0.9811175465583801,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,e5,empty,0.9810939431190491,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,g5,empty,0.9811171889305115,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,d4,empty,0.9810866117477417,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,f4,empty,0.981137216091156,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,a3,empty,0.9811038970947266,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,c3,empty,0.9811694025993347,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,e3,empty,0.9811047315597534,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,g3,empty,0.9811845421791077,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,d2,empty,0.9811487197875977,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,f2,empty,0.9812638759613037,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,h2,empty,0.9811294674873352,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,a1,empty,0.9810840487480164,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,e1,empty,0.9810858964920044,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b8,white_king,g1,empty,0.9811201691627502,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d8,empty,d6,white_pawn,0.9898024201393127,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,f8,empty,d6,white_pawn,0.9898524880409241,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,h8,empty,d6,white_pawn,0.9897847771644592,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,a7,empty,d6,white_pawn,0.9898335933685303,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,c7,empty,d6,white_pawn,0.9898915886878967,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,e7,empty,d6,white_pawn,0.9898388385772705,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,g7,empty,d6,white_pawn,0.9898915886878967,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,b6,empty,d6,white_pawn,0.9898930191993713,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,f6,empty,0.9899013042449951,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,h6,empty,0.9898147583007812,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,a5,empty,0.9898234605789185,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,c5,empty,0.9898581504821777,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,e5,empty,0.9898405075073242,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,g5,empty,0.9898577928543091,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,d4,empty,0.989820659160614,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
data/raw/kaggle_chess_positions/test/1K6-5B2-3Pr3-1R3b2-1kn4p-8-1n6-2B5.jpeg,332,d6,white_pawn,f4,empty,0.9898573756217957,1,b8 d8 f8 h8 a7 c7 e7 g7 b6 d6 f6 h6 a5 c5 e5 g5 d4 f4 a3 c3 e3 g3 d2 f2 h2 a1 e1 g1,white_king empty empty empty empty empty empty empty empty white_pawn empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty empty
